,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
280,Kota Palangkaraya,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"62,44",-,"62,72","47,23","35,91","79,00",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
281,Kab. Katingan,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"62,21",-,"49,11","47,18","58,07","65,81",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
282,Kab. Seruyan,-,WTP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"57,43",-,"44,10","74,23","74,37","82,90",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
283,Kab. Sukamara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"62,58",-,"62,14","62,03","67,61","73,25",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
284,Kab. Lamandau,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"56,16",-,"50,25","47,59","65,64","80,40",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
285,Kab. Gunung Mas,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"59,62",-,"75,01","51,80","51,83","54,37",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
286,Kab. Pulang Pisau,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"51,97",-,"50,41","60,91","54,11","72,16",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
287,Kab. Murung Raya,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"48,74",-,"53,09","43,60","44,55","65,57",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
288,Kab. Barito Timur,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"70,00",-,"51,18","44,95","49,69","72,59",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
289,Provinsi Kalimantan Selatan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"70,23",-,"41,13","59,05","70,88","67,83",-,"70,00",Tidak,Tidak,Tidak,Tidak,"77,29"
290,Kab. Banjar,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"36,78",-,"58,87","76,58","54,17","80,10",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
291,Kab. Barito Kuala,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"57,60",-,"41,23","67,21","62,53","71,26",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
292,Kab. Hulu Sungai Selatan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"51,21",-,"61,61","37,26","66,35","72,16",-,Tidak,Tidak,Tidak,Tidak,Tidak,"70,02"
293,Kab. Hulu Sungai Tengah,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"53,19",-,"51,93","60,42","52,39","71,97",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
294,Kab. Hulu Sungai Utara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"50,20",-,"72,85","72,34","62,62","76,26",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
295,Kab. Kotabaru                                     ,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"49,51",-,"44,94","31,81","56,82","73,01",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
296,Kab. Tabalong,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"51,12",-,"61,40","65,88","51,23","79,58",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
297,Kab. Tanah Laut,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"46,69",-,"48,86","51,25","65,22","66,72",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
298,Kab. Tapin,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,27",-,"69,77","51,35","58,65","67,54",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
299,Kota Banjarbaru                                   ,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"68,06",-,"60,80","72,57","54,76","57,54",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
300,Kota Banjarmasin,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"48,60",-,"59,34","71,20","63,63","68,53",-,Tidak,Tidak,"76,10",Tidak,Tidak,Tidak
301,Kab. Balangan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"44,78",-,"46,84","54,60","64,81","71,98",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
302,Kab. Tanah Bumbu,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,24",-,"58,20","87,40","58,41","85,74",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
303,Provinsi Kalimantan Timur,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"54,80",-,"61,97","61,53","51,58","54,07",-,Tidak,Tidak,Tidak,Tidak,Tidak,"77,50"
304,Kab. Berau,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"60,22",-,"56,39","77,06","62,26","62,51",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
305,Kab. Kutai Kartanegara,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"51,99",-,"62,19","67,76","65,61","67,09",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
306,Kab. Kutai Barat,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"69,25",-,"58,32","55,85","61,56","52,73",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
307,Kab. Kutai Timur,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"57,16",-,"70,90","76,32","64,81","71,93",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
308,Kab. Paser,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"54,14",-,"47,77","60,41","65,22","52,84",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
309,Kota Balikpapan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,38",-,"71,94","55,89","78,15","66,64",-,Tidak,Tidak,"90,10",Tidak,Tidak,Tidak
310,Kota Bontang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"59,90",-,"73,85","64,19","61,95","70,77",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
311,Kota Samarinda,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"58,20",-,"72,13","63,41","70,42","64,95",-,Tidak,Tidak,Tidak,"84,99",Tidak,Tidak
312,Kab. Penajam Paser Utara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"38,31",-,"56,12","70,36","71,03","66,08",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
313,Kab. Mahakam Ulu,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"55,96",-,"48,13","63,05","71,78","55,58",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
314,Provinsi Sulawesi Utara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"63,93",-,"66,29","44,54","49,74","72,95",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
315,Kab. Bolaang Mongondow,-,TMP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"52,99",-,"69,40","49,82","65,99","63,79",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
316,Kab. Minahasa,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,80",-,"62,95","67,01","69,12","73,98",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
317,Kab. Kepulauan Sangihe,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,64",-,"64,16","57,21","62,11","81,66",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
318,Kota Bitung,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,26",-,"63,94","56,97","53,54","55,66",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
319,Kota Manado,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"69,16",-,"68,15","52,30","62,15","62,61",-,Tidak,Tidak,Tidak,Tidak,Tidak,"70,38"
320,Kab. Kepulauan Talaud,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"59,14",-,"57,86","44,73","82,67","69,74",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
321,Kab. Minahasa Selatan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"55,59",-,"63,82","50,51","42,66","58,29",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
322,Kota Tomohon,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"59,61",-,"72,89","79,34","44,24","64,73",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
323,Kab. Minahasa Utara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,07",-,"58,67","49,49","54,43","79,41",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
324,Kab. Kep. Siau Tagulandang Biaro,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"61,85",-,"73,89","44,08","57,98","62,38",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
325,Kota Kotamobagu,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"74,75",-,"56,88","70,45","33,90","61,68",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
326,Kab. Bolaang Mongondow Utara,-,WTP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"61,37",-,"66,82","56,34","55,40","75,55",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
327,Kab. Minahasa Tenggara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"45,34",-,"44,99","61,13","46,88","73,93",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
328,Kab. Bolaang Mongondow Timur,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"46,04",-,"60,41","79,36","56,36","70,52",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
329,Kab. Bolaang Mongondow Selatan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,98",-,"58,49","46,95","48,44","65,42",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
330,Provinsi Sulawesi Tengah,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"54,28",-,"67,34","78,00","53,26","62,38",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
331,Kab. Banggai,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"61,45",-,"59,68","78,41","61,68","83,16",-,Tidak,Tidak,Tidak,Tidak,Tidak,"70,03"
332,Kab. Banggai Kepulauan,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"66,04",-,"63,71","74,88","67,78","70,63",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
333,Kab. Buol,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"67,25",-,"70,26","58,39","66,59","52,63",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
334,Kab. Toli-Toli,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"57,53",-,"49,90","72,49","49,88","65,94",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
335,Kab. Donggala,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"54,77",-,"57,85","80,26","63,82","57,04",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
336,Kab. Morowali,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"55,71",-,"59,57","71,86","60,81","80,58",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
337,Kab. Poso,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"65,25",-,"47,36","62,75","62,24","84,98",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
338,Kota Palu,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"55,13",-,"66,66","68,47","62,12","82,35",-,Tidak,Tidak,Tidak,Tidak,"74,90",Tidak
339,Kab. Parigi Moutong,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"43,96",-,"66,03","66,64","48,99","63,40",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
340,Kab. Tojo Una Una,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"40,73",-,"55,74","71,55","62,73","56,12",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
341,Kab. Sigi,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"57,38",-,"59,54","55,81","64,77","67,54",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
342,Kab. Banggai Laut,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"55,86",-,"79,25","71,79","64,11","70,48",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
343,Kab. Morowali Utara,-,TMP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"42,57",-,"62,51","65,29","57,10","72,23",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
344,Provinsi Sulawesi Selatan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,79",-,"66,06","73,76","50,83","57,53",-,"70,00",Tidak,Tidak,Tidak,Tidak,Tidak
345,Kab. Bantaeng,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"58,97",-,"61,07","70,42","52,80","63,35",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
346,Kab. Barru,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"59,05",-,"84,57","87,45","57,65","58,11",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
347,Kab. Bone,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"53,60",-,"50,54","54,54","59,11","49,06",-,Tidak,Tidak,Tidak,"87,41",Tidak,Tidak
348,Kab. Bulukumba,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,41",-,"65,50","66,95","62,14","70,52",-,Tidak,Tidak,Tidak,"87,42",Tidak,Tidak
349,Kab. Enrekang,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"66,78",-,"57,05","57,10","57,35","75,64",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
350,Kab. Gowa,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"53,14",-,"59,56","71,59","72,56","64,57",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
351,Kab. Jeneponto,-,WDP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"57,04",-,"71,65","79,74","50,32","70,30",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
352,Kab. Luwu,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"51,65",-,"49,68","60,18","55,23","61,52",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
353,Kab. Luwu Utara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"54,18",-,"73,56","92,46","60,70","61,03",-,"70,00",Tidak,Tidak,Tidak,Tidak,Tidak
354,Kab. Maros,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"56,62",-,"69,97","61,79","51,66","75,48",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
355,Kab. Pangkajene Kepulauan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,51",-,"88,32","55,83","62,32","53,14",-,"70,00",Tidak,Tidak,Tidak,Tidak,Tidak
356,Kota Palopo,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,44",-,"88,35","59,22","56,74","51,15",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
357,Kab. Luwu Timur,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"59,13",-,"69,50","79,79","54,46","60,20",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
358,Kab. Pinrang,-,WTP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"51,24",-,"58,20","69,54","52,08","59,01",-,Tidak,"83,80",Tidak,Tidak,Tidak,Tidak
359,Kab. Sinjai,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"55,08",-,"68,80","53,22","50,85","62,93",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
360,Kab. Kepulauan Selayar                            ,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"43,18",-,"58,45","63,27","55,52","54,06",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
361,Kab. Sidenreng Rappang,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"58,03",-,"50,14","64,54","56,71","67,12",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
362,Kab. Soppeng,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,88",-,"40,49","71,04","48,36","70,15",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
363,Kab. Takalar,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"61,56",-,"75,09","86,99","64,08","62,78",-,"70,00",Tidak,Tidak,Tidak,Tidak,Tidak
364,Kab. Tana Toraja,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"52,93",-,"59,20","63,60","69,84","55,11",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
365,Kab. Wajo,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"62,22",-,"63,18","80,26","49,50","71,38",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
366,Kota Pare-pare,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"64,35",-,"59,04","77,83","57,89","54,58",-,"70,00",Tidak,Tidak,"84,82",Tidak,Tidak
367,Kota Makassar,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"62,91",-,"87,53","72,28","61,87","73,25",-,Tidak,Tidak,"72,50","87,94",Tidak,Tidak
368,Kab. Toraja Utara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"60,97",-,"78,02","72,80","65,85","60,77",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
369,Provinsi Sulawesi Tenggara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,06",-,"84,88","56,04","47,18","53,36",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
370,Kab. Buton,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"44,80",-,"66,08","53,53","63,57","59,79",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
371,Kab. Konawe,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"56,75",-,"72,00","77,57","60,43","67,34",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
372,Kab. Kolaka,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"54,10",-,"70,51","69,67","63,33","69,02",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
373,Kab. Muna,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"55,51",-,"47,14","51,95","68,88","72,88",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
374,Kota Kendari,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"57,27",-,"73,15","44,73","62,04","73,55",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
375,Kota Bau-bau,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"70,12",-,"59,39","47,52","58,10","61,25",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
376,Kab. Konawe Selatan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"61,57",-,"48,27","65,42","48,96","56,19",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
377,Kab. Bombana,-,WTP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"40,58",-,"77,44","77,46","67,46","72,96",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
378,Kab. Wakatobi,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"62,63",-,"84,03","59,47","68,21","66,00",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
379,Kab. Kolaka Utara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"51,75",-,"66,06","47,38","51,82","65,87",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
380,Kab. Konawe Utara,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"54,91",-,"57,43","53,35","66,14","54,73",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
381,Kab. Buton Utara,-,WTP,Terlambat,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"60,13",-,"55,24","56,54","72,35","59,39",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
382,Kab. Konawe Kepulauan,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"63,35",-,"57,96","57,56","81,82","62,78",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
383,Kab. Kolaka Timur,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"59,63",-,"68,35","63,26","79,73","71,01",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
384,Kab. Muna Barat,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"65,88",-,"52,01","69,08","73,55","63,89",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
385,Kab. Buton Tengah,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"54,20",-,"86,82","57,82","69,35","43,60",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
386,Kab. Buton Selatan,-,WDP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Tidak Memenuhi,-,"61,05",-,"79,58","81,86","70,25","57,69",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
387,Provinsi Bali,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"58,92",-,"84,38","87,21","86,38","73,88",-,Tidak,Tidak,Tidak,Tidak,"71,60","76,73"
388,Kab. Badung,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"69,12",-,"87,08","89,69","84,49","73,95",-,Tidak,Tidak,Tidak,Tidak,Tidak,"77,53"
389,Kab. Bangli,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"46,59",-,"61,55","75,76","75,25","72,70",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
390,Kab. Buleleng,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"66,62",-,"78,61","69,55","76,27","67,45",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
391,Kab. Gianyar,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"74,50",-,"75,22","84,26","68,93","64,23",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
392,Kab. Jembrana,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"52,22",-,"66,53","67,82","63,34","54,99",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
393,Kab. Karangasem,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"58,91",-,"65,04","81,13","72,35","58,19",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
394,Kab. Klungkung,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"54,33",-,"74,02","93,60","63,19","79,17",-,"75,00",Tidak,Tidak,Tidak,Tidak,Tidak
395,Kab. Tabanan,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"62,24",-,"89,70","85,98","76,09","75,90",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
396,Kota Denpasar,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"68,54",-,"63,74","69,60","63,65","65,43",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
397,Provinsi Nusa Tenggara Barat,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"66,49",-,"61,49","52,13","70,48","71,04",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
398,Kab. Bima,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"59,45",-,"58,07","53,74","61,35","71,55",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
399,Kab. Dompu,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"62,71",-,"66,08","47,16","62,79","85,65",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
400,Kab. Lombok Barat,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"65,39",-,"61,47","60,79","48,71","77,60",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
401,Kab. Lombok Tengah,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"57,11",-,"55,09","61,79","55,87","83,62",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
402,Kab. Lombok Timur,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"65,67",-,"41,97","68,53","59,87","63,09",-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
403,Kab. Sumbawa,-,WTP,Tepat Waktu,e-proc,e-budgeting,Tersedia,Memenuhi,-,"57,78",-,"60,36","54,71","62,52","84,30",-,"70,00",Tidak,Tidak,Tidak,Tidak,Tidak
