,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
128,Kab. Seluma,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
129,Kab. Mukomuko,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"13.400.668.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,"10.809.843.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
130,Kab. Lebong,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
131,Kab. Kepahiang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"9.970.893.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
132,Kab. Bengkulu Tengah,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
133,Provinsi  Lampung,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"10.154.291.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
134,Kab. Lampung Barat,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.338.245.000,00",Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
135,Kab. Lampung Selatan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,Tidak,"250.000.000,00","7.584.670.000,00",Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
136,Kab. Lampung Tengah,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"11.037.636.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
137,Kab. Lampung Utara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"10.154.291.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
138,Kab. Lampung Timur,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,"12.010.937.000,00",Tidak,Tidak,Tidak,-,"9.556.980.000,00",Tidak,"10.390.635.000,00",Tidak,-,Tidak,Tidak,Tidak,-,"11.727.488.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
139,Kab. Tanggamus,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"10.751.602.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
140,Kab. Tulang Bawang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"11.001.849.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
141,Kab. Way Kanan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"8.434.855.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
142,Kota Bandar Lampung,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00","10.428.921.000,00",Tidak,-,Tidak,"10.269.351.000,00",Tidak,Tidak,-,Tidak,Tidak,"9.779.421.000,00",-,Tidak,Tidak,"14.680.362.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
143,Kota Metro,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.338.245.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,"12.010.937.000,00",Tidak,Tidak,-,"10.751.602.000,00",Tidak,"11.001.849.000,00",Tidak,-,"11.212.296.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
144,Kab. Pesawaran,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"7.938.687.000,00",-,"11.410.390.000,00",Tidak,Tidak,"11.735.422.000,00",Tidak,-,"11.348.913.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
145,Kab. Pringsewu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,"10.209.297.000,00",Tidak,Tidak,Tidak,-,"11.946.224.000,00","11.730.462.000,00","10.390.635.000,00",-,"11.212.296.000,00","11.218.991.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak
146,Kab. Mesuji,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
147,Kab. Tulang Bawang Barat,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"8.202.617.000,00",Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
148,Kab. Pesisir Barat,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
149,Provinsi DKI Jakarta,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,"11.796.267.000,00","14.669.277.000,00",-,"11.946.224.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,"8.374.134.000,00","6.376.054.000,00",Tidak,Tidak,"8.955.158.000,00"
150,Provinsi Jawa Barat,-,WTP,Tidak Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
151,Kab. Bandung,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,"10.269.351.000,00","11.175.411.000,00",Tidak,-,Tidak,Tidak,"10.390.635.000,00",-,Tidak,Tidak,"14.680.362.000,00",Tidak,-,"11.037.636.000,00","11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,"8.844.211.000,00"
152,Kab. Bekasi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,"9.556.980.000,00",Tidak,Tidak,-,Tidak,Tidak,"14.680.362.000,00",Tidak,-,"13.107.193.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
153,Kab. Bogor,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,"11.410.390.000,00",Tidak,Tidak,"14.669.277.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"14.680.362.000,00",Tidak,-,Tidak,"13.000.018.000,00",-,"7.612.849.000,00",Tidak,Tidak,Tidak,Tidak
154,Kab. Ciamis,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"9.384.370.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"12.277.795.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
155,Kab. Cianjur,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
156,Kab. Cirebon,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,"11.553.020.000,00",Tidak,"13.202.350.000,00",-,Tidak,Tidak,Tidak,-,Tidak,"9.972.436.000,00","13.212.326.000,00",Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
157,Kab. Garut,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"7.938.687.000,00",Tidak,-,Tidak,"10.911.186.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"12.277.795.000,00",-,Tidak,Tidak,Tidak,Tidak,"8.874.470.000,00"
158,Kab. Indramayu,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,"8.434.855.000,00",Tidak,-,Tidak,"11.553.020.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
159,Kab. Karawang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"7.720.110.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"8.931.023.000,00",Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"14.680.362.000,00",Tidak,-,Tidak,"13.000.018.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
160,Kab. Kuningan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"9.970.893.000,00",Tidak,-,"9.966.486.000,00","9.972.436.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,"9.442.402.000,00",Tidak
161,Kab. Majalengka,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.650.138.000,00",Tidak,"13.400.668.000,00",Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,"9.384.370.000,00",Tidak,-,Tidak,Tidak,"12.478.308.000,00",Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
162,Kab. Purwakarta,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.338.245.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,Tidak,Tidak,-,"11.212.296.000,00",Tidak,"14.680.362.000,00",Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
163,Kab. Subang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,"10.911.186.000,00",Tidak,"13.202.350.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"13.000.018.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
164,Kab. Sukabumi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"8.338.245.000,00",Tidak,Tidak,"250.000.000,00",Tidak,"8.931.023.000,00",-,Tidak,"10.911.186.000,00",Tidak,"12.468.886.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"13.000.018.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
165,Kab. Sumedang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"9.319.215.000,00","13.400.668.000,00",Tidak,Tidak,Tidak,Tidak,Tidak,-,"12.010.937.000,00","10.911.186.000,00",Tidak,-,Tidak,"11.143.939.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,-,"12.417.340.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
166,Kab. Tasikmalaya,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
167,Kota Bandung,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"9.167.631.000,00","8.338.245.000,00",Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"12.468.886.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"13.212.326.000,00",Tidak,-,"13.107.193.000,00","11.555.571.000,00",-,Tidak,"8.281.193.000,00",Tidak,Tidak,"10.092.361.000,00"
168,Kota Bekasi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"14.145.150.000,00",Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,Tidak,Tidak,-,"9.966.486.000,00",Tidak,"13.946.344.000,00",Tidak,-,"13.107.193.000,00","12.277.795.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
169,Kota Bogor,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,"9.933.698.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,"4.580.585.000,00",Tidak,Tidak,Tidak
170,Kota Cirebon,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"8.931.023.000,00",-,Tidak,"10.911.186.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
171,Kota Depok,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,Tidak,"250.000.000,00",Tidak,"7.938.687.000,00",-,Tidak,Tidak,"9.933.698.000,00","12.468.886.000,00",-,Tidak,Tidak,Tidak,-,Tidak,Tidak,"13.946.344.000,00",Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
172,Kota Sukabumi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"9.384.370.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,"9.434.246.000,00"
173,Kota Tasikmalaya,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,"8.851.776.000,00"
174,Kota Cimahi,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,"7.847.760.000,00",Tidak,Tidak,"250.000.000,00",Tidak,"7.938.687.000,00",Tidak,-,Tidak,"10.269.351.000,00","11.796.267.000,00",-,Tidak,"11.143.939.000,00",Tidak,-,Tidak,Tidak,"12.478.308.000,00",Tidak,-,Tidak,Tidak,-,"7.612.849.000,00",Tidak,Tidak,"9.293.534.000,00",Tidak
175,Kota Banjar,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,"7.938.687.000,00",-,"10.809.843.000,00",Tidak,Tidak,-,"10.751.602.000,00","10.557.416.000,00","9.779.421.000,00",-,Tidak,Tidak,Tidak,Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,"9.225.942.000,00",Tidak,Tidak
176,Kab. Bandung Barat,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
177,Kab. Pangandaran,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"14.889.631.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,"10.809.843.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"13.000.018.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
178,Provinsi Jawa Tengah,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,"11.730.462.000,00",Tidak,-,Tidak,Tidak,"13.946.344.000,00",Tidak,-,Tidak,Tidak,-,"8.156.624.000,00",Tidak,"9.562.110.000,00",Tidak,"10.108.751.000,00"
179,Kab. Banjarnegara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,"9.556.980.000,00","9.970.893.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,"7.612.849.000,00",Tidak,Tidak,Tidak,Tidak
180,Kab. Banyumas,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,"10.554.555.000,00",Tidak,-,Tidak,"11.730.462.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,"8.700.399.000,00",Tidak,Tidak,Tidak,"8.945.072.000,00"
181,Kab. Batang,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"9.427.191.000,00",-,"9.608.750.000,00",Tidak,Tidak,"14.669.277.000,00",-,Tidak,"9.970.893.000,00","10.390.635.000,00",-,Tidak,"11.218.991.000,00",Tidak,Tidak,-,Tidak,"13.000.018.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
182,Kab. Blora,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,"10.554.555.000,00",-,Tidak,"10.557.416.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
183,Kab. Boyolali,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"7.720.110.000,00",Tidak,"12.656.187.000,00",Tidak,"250.000.000,00",Tidak,Tidak,-,"10.209.297.000,00","10.911.186.000,00","10.554.555.000,00","13.202.350.000,00",-,Tidak,"11.730.462.000,00",Tidak,-,Tidak,Tidak,"13.946.344.000,00",Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
184,Kab. Brebes,-,WDP,Tepat Waktu,Menggunakan,Menggunakan,Tidak Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
185,Kab. Cilacap,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"11.911.705.000,00",Tidak,"250.000.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,"14.669.277.000,00",-,Tidak,"10.557.416.000,00",Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"11.555.571.000,00",-,"7.612.849.000,00",Tidak,Tidak,Tidak,"8.902.206.000,00"
186,Kab. Demak,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,"7.938.687.000,00",Tidak,-,"10.209.297.000,00",Tidak,Tidak,-,Tidak,"10.557.416.000,00",Tidak,-,"9.966.486.000,00",Tidak,"12.478.308.000,00",Tidak,-,"12.417.340.000,00",Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
187,Kab. Grobogan,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,"7.720.110.000,00",Tidak,Tidak,Tidak,"250.000.000,00",Tidak,"8.434.855.000,00",-,Tidak,Tidak,Tidak,"11.735.422.000,00",-,Tidak,"10.557.416.000,00",Tidak,-,Tidak,Tidak,"12.478.308.000,00",Tidak,-,Tidak,Tidak,-,"8.156.624.000,00",Tidak,Tidak,Tidak,Tidak
188,Kab. Jepara,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"11.911.705.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,Tidak,Tidak,Tidak,-,Tidak,"10.557.416.000,00",Tidak,-,Tidak,"10.595.713.000,00","14.680.362.000,00",Tidak,-,Tidak,"12.277.795.000,00",-,Tidak,Tidak,Tidak,Tidak,Tidak
189,Kab. Karanganyar,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,Tidak,"250.000.000,00","250.000.000,00",Tidak,Tidak,Tidak,-,"11.410.390.000,00",Tidak,"12.417.123.000,00",-,Tidak,"11.730.462.000,00","9.779.421.000,00",-,Tidak,"9.972.436.000,00",Tidak,Tidak,-,Tidak,"11.555.571.000,00",-,Tidak,Tidak,Tidak,"9.464.467.000,00",Tidak
190,Kab. Kebumen,-,WTP,Tepat Waktu,Menggunakan,Menggunakan,Memenuhi Kriteria Utama,-,-,Tidak,Tidak,"14.145.150.000,00",Tidak,"250.000.000,00",Tidak,Tidak,Tidak,-,"10.209.297.000,00",Tidak,Tidak,-,Tidak,"9.970.893.000,00",Tidak,Tidak,-,"11.212.296.000,00",Tidak,Tidak,-,Tidak,Tidak,-,Tidak,Tidak,Tidak,Tidak,Tidak
