tahun,kdpemda,nmpemda,kdprov,nmprov,wilayah,disclaimer,special_row,1_a,1_r,1_p,11_a,11_r,11_p,11_611111_a,11_611111_r,11_611111_p,11_611112_a,11_611112_r,11_611112_p,11_611211_a,11_611211_r,11_611211_p,11_611212_a,11_611212_r,11_611212_p,11_611213_a,11_611213_r,11_611213_p,11_611214_a,11_611214_r,11_611214_p,11_611215_a,11_611215_r,11_611215_p,11_612111_a,11_612111_r,11_612111_p,11_612112_a,11_612112_r,11_612112_p,11_612113_a,11_612113_r,11_612113_p,11_612211_a,11_612211_r,11_612211_p,11_612212_a,11_612212_r,11_612212_p,11_612213_a,11_612213_r,11_612213_p,11_612311_a,11_612311_r,11_612311_p,11_612312_a,11_612312_r,11_612312_p,11_612411_a,11_612411_r,11_612411_p,11_612412_a,11_612412_r,11_612412_p,11_612413_a,11_612413_r,11_612413_p,11_612511_a,11_612511_r,11_612511_p,11_612512_a,11_612512_r,11_612512_p,11_612513_a,11_612513_r,11_612513_p,11_612611_a,11_612611_r,11_612611_p,11_613111_a,11_613111_r,11_613111_p,12_a,12_r,12_p,12_621111_a,12_621111_r,12_621111_p,13_a,13_r,13_p,13_631111_a,13_631111_r,13_631111_p,13_631211_a,13_631211_r,13_631211_p,13_631212_a,13_631212_r,13_631212_p,13_631311_a,13_631311_r,13_631311_p,13_631411_a,13_631411_r,13_631411_p,14_a,14_r,14_p,14_654111_a,14_654111_r,14_654111_p,14_654112_a,14_654112_r,14_654112_p,14_654211_a,14_654211_r,14_654211_p,14_654311_a,14_654311_r,14_654311_p,14_654711_a,14_654711_r,14_654711_p,14_654712_a,14_654712_r,14_654712_p,14_654721_a,14_654721_r,14_654721_p,14_654811_a,14_654811_r,14_654811_p,14_654814_a,14_654814_r,14_654814_p,14_654821_a,14_654821_r,14_654821_p,14_654911_a,14_654911_r,14_654911_p,14_654912_a,14_654912_r,14_654912_p,14_654921_a,14_654921_r,14_654921_p,14_655211_a,14_655211_r,14_655211_p,14_655311_a,14_655311_r,14_655311_p,14_655411_a,14_655411_r,14_655411_p,15_a,15_r,15_p,15_643111_a,15_643111_r,15_643111_p,16_a,16_r,16_p,16_641111_a,16_641111_r,16_641111_p,16_641211_a,16_641211_r,16_641211_p,16_641212_a,16_641212_r,16_641212_p,16_641311_a,16_641311_r,16_641311_p,16_641312_a,16_641312_r,16_641312_p,17_a,17_r,17_p,17_642111_a,17_642111_r,17_642111_p,2_a,2_r,2_p,21_a,21_r,21_p,21_662111_a,21_662111_r,21_662111_p
2021,3,Kab. Hulu Sungai Selatan,16,Prov. Kalsel,se-Kab. Hulu Sungai Selatan,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 974436017000, 'realisasi': 293833291168, 'persentase': '30,15 %'}}",856132485000.00,265871478368.00,31.05%,118303532000.00,27961812800.00,0.24,5966253000.00,1402906900.00,23.51%,196012000.00,58649900.00,29.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474753627000.00,161741915000.00,34.07%,474753627000.00,161741915000.00,34.07%,75005749000.00,0.00,0.00%,37777878000.00,None,0.00%,,,,,,,,,,,,,104932793000.00,24414768000.00,23.27%,70769661000.00,21230898000.00,30.00%,1216780000.00,365034000.00,30.00%,486000000.00,145800000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53518401000.00,0.00,0.00%,53518401000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,118303532000.00,27961812800.00,23.64%,118303532000.00,27961812800.00,23.64%,118303532000.00,27961812800.00,23.64%
2021,4,Kab. Hulu Sungai Tengah,16,Prov. Kalsel,se-Kab. Hulu Sungai Tengah,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 908750225000, 'realisasi': 182212967872, 'persentase': '20,05 %'}}",779430257000.00,179383886912.00,23.01%,129319968000.00,2829080960.00,0.02,6593937000.00,1555317300.00,23.59%,225792000.00,78026400.00,34.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478160029000.00,123495228000.00,25.83%,478160029000.00,123495228000.00,25.83%,67600538000.00,0.00,0.00%,40137377000.00,None,0.00%,,,,,,,,,,,,,109784623000.00,26580575000.00,24.21%,77497838000.00,23249351000.00,30.00%,2014116000.00,604235000.00,30.00%,414000000.00,124200000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27929200000.00,0.00,0.00%,27929200000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,129319968000.00,2829080960.00,2.19%,129319968000.00,2829080960.00,2.19%,129319968000.00,2829080960.00,2.19%
2021,2,Kab. Barito Kuala,16,Prov. Kalsel,se-Kab. Barito Kuala,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1058421258000, 'realisasi': 279219016028, 'persentase': '26,38 %'}}",904366037000.00,244144644828.00,27.00%,154055221000.00,35074371200.00,0.23,5841852000.00,2596409300.00,44.44%,196027000.00,95305600.00,48.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526424523000.00,179345464000.00,34.07%,526424523000.00,179345464000.00,34.07%,105956447000.00,0.00,0.00%,63520889000.00,None,0.00%,,,,,,,,,,,,,131115000000.00,30926058000.00,23.59%,89924169000.00,26977251000.00,30.00%,765155000.00,229546000.00,30.00%,732000000.00,219600000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42228578000.00,0.00,0.00%,42228578000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,154055221000.00,35074371200.00,22.77%,154055221000.00,35074371200.00,22.77%,154055221000.00,35074371200.00,22.77%
2021,7,Kab. Tabalong,16,Prov. Kalsel,se-Kab. Tabalong,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1059181778000, 'realisasi': 233931119600, 'persentase': '22,09 %'}}",950124275000.00,222655267600.00,23.43%,109057503000.00,11275852000.00,0.10,11958297000.00,2597006200.00,21.72%,268983000.00,75192800.00,27.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451421653000.00,116589462000.00,25.83%,451421653000.00,116589462000.00,25.83%,81863713000.00,0.00,0.00%,48096467000.00,None,0.00%,,,,,,,,,,,,,104835447000.00,2302028000.00,2.20%,73933627000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42691528000.00,0.00,0.00%,42691528000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,109057503000.00,11275852000.00,10.34%,109057503000.00,11275852000.00,10.34%,109057503000.00,11275852000.00,10.34%
2021,6,Kab. Kotabaru,16,Prov. Kalsel,se-Kab. Kotabaru,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1253848861000, 'realisasi': 270156696122, 'persentase': '21,55 %'}}",1083200520000.00,254538752242.00,23.50%,170648341000.00,15617943880.00,0.09,11420195000.00,5423018900.00,47.49%,261263000.00,122881200.00,47.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582990513000.00,150569982000.00,25.83%,582990513000.00,150569982000.00,25.83%,178481977000.00,0.00,0.00%,107587053000.00,None,0.00%,,,,,,,,,,,,,105769761000.00,22042080000.00,20.84%,60113687000.00,18034106000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35023661000.00,0.00,0.00%,35023661000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,170648341000.00,15617943880.00,9.15%,170648341000.00,15617943880.00,9.15%,170648341000.00,15617943880.00,9.15%
2021,5,Kab. Hulu Sungai Utara,16,Prov. Kalsel,se-Kab. Hulu Sungai Utara,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 920850891000, 'realisasi': 225146105340, 'persentase': '24,45 %'}}",748461614000.00,173210863740.00,23.14%,172389277000.00,51935241600.00,0.30,5964077000.00,1288728800.00,21.61%,241285000.00,51318800.00,21.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447697809000.00,115627698000.00,25.83%,447697809000.00,115627698000.00,25.83%,86049781000.00,0.00,0.00%,34797704000.00,None,0.00%,,,,,,,,,,,,,109360286000.00,28118015000.00,25.71%,73053013000.00,21915904000.00,30.00%,9447746000.00,2834324000.00,30.00%,474000000.00,142200000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9638926000.00,0.00,0.00%,9638926000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,172389277000.00,51935241600.00,30.13%,172389277000.00,51935241600.00,30.13%,172389277000.00,51935241600.00,30.13%
2021,11,Kota Banjarmasin,16,Prov. Kalsel,se-Kota Banjarmasin,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 999192104000, 'realisasi': 299441569728, 'persentase': '29,97 %'}}",999192104000.00,299441569728.00,29.97%,124763595000.00,43457112728.00,0.35,32617982000.00,14105014600.00,43.24%,2829199000.00,1457805800.00,51.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659847387000.00,224800768000.00,34.07%,659847387000.00,224800768000.00,34.07%,44245030000.00,0.00,0.00%,35665022000.00,None,0.00%,,,,,,,,,,,,,135750537000.00,31183689000.00,22.97%,94762953000.00,28428886000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34585555000.00,0.00,0.00%,34585555000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,124763595000.00,43457112728.00,34.83%,,,
2021,13,Kab. Tanah Bumbu,16,Prov. Kalsel,se-Kab. Tanah Bumbu,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1230235155000, 'realisasi': 349962249102, 'persentase': '28,45 %'}}",1107443804000.00,305497208702.00,27.59%,122791351000.00,44465040400.00,0.36,11517825000.00,4824063900.00,41.88%,853780000.00,377744700.00,44.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428237770000.00,110601720000.00,25.83%,428237770000.00,110601720000.00,25.83%,159994932000.00,0.00,0.00%,77506055000.00,None,0.00%,,,,,,,,,,,,,92729271000.00,2497115000.00,2.69%,62046602000.00,None,0.00%,178505000.00,None,0.00%,681000000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41922400000.00,0.00,0.00%,41922400000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,122791351000.00,44465040400.00,36.21%,122791351000.00,44465040400.00,36.21%,122791351000.00,44465040400.00,36.21%
2021,12,Kab. Balangan,16,Prov. Kalsel,se-Kab. Balangan,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 860515215000, 'realisasi': 272267323592, 'persentase': '31,64 %'}}",740901390000.00,238314662792.00,32.17%,119613825000.00,33952660800.00,0.28,8432381000.00,1735752200.00,20.58%,183123000.00,47437400.00,25.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346527140000.00,118056946000.00,34.07%,346527140000.00,118056946000.00,34.07%,59117607000.00,0.00,0.00%,39409693000.00,None,0.00%,,,,,,,,,,,,,74434091000.00,17414985000.00,23.40%,48394510000.00,14518353000.00,30.00%,3128968000.00,938690000.00,30.00%,405000000.00,121500000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34187576000.00,0.00,0.00%,34187576000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,119613825000.00,33952660800.00,28.39%,119613825000.00,33952660800.00,28.39%,119613825000.00,33952660800.00,28.39%
2021,--,Semua pemda,16,Prov. Kalsel,se-Prov. Kalimantan Selatan,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 16269992351000, 'realisasi': 4410081750258, 'persentase': '27,11 %'}}",14744221894000.00,4135225652298.00,28.05%,1525770457000.00,274856097960.00,0.18,234886166000.00,86535381900.00,36.84%,11191954000.00,4949670700.00,44.23%,35719227000.00,82564902153.00,231.15%,142378839000.00,307739789689.00,216.14%,1302081000.00,3113623454.00,239.13%,5188847000.00,11701926975.00,225.52%,37877775000.00,18451463121.00,48.71%,1721128000.00,613392700.00,35.64%,57367000.00,20444800.00,35.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486171605000.00,2319244787000.00,30.98%,7486171605000.00,2319244787000.00,30.98%,1446485313000.00,0.00,0.00%,866469782000.00,None,0.00%,,,,,,,,,,,,,2346426210000.00,525721480000.00,22.41%,1153923138000.00,288792209000.00,25.03%,25465232000.00,5287787000.00,20.76%,9303000000.00,2187000000.00,23.51%,712957680000.00,188065593000.00,26.38%,242186053000.00,None,0.00%,43710080000.00,21855037000.00,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445833348000.00,0.00,0.00%,445833348000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,1525770457000.00,274856097960.00,18.01%,1525770457000.00,274856097960.00,18.01%,1525770457000.00,274856097960.00,18.01%
2021,0,Prov. Bali,22,Prov. Bali,se-Prov. Bali,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 2816818620000, 'realisasi': 743578443637, 'persentase': '26,40 %'}}",2816818620000.00,743578443637.00,26.40%,166295230000.00,65988412637.00,0.40,145140494000.00,58773651600.00,40.49%,11632188000.00,5222184200.00,44.89%,2206082000.00,1175273888.00,53.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201511839000.00,310316565000.00,25.83%,1201511839000.00,310316565000.00,25.83%,140539671000.00,0.00,0.00%,51000828000.00,None,0.00%,,,,,,,,,,,,,1270887617000.00,367273466000.00,28.90%,218252425000.00,65475727000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37584263000.00,0.00,0.00%,37584263000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,166295230000.00,65988412637.00,39.68%,,,
2021,3,Kab. Buleleng,22,Prov. Bali,se-Kab. Buleleng,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1422858039000, 'realisasi': 407513961285, 'persentase': '28,64 %'}}",1292477868000.00,364808079285.00,28.23%,130380171000.00,42705882000.00,0.33,16684128000.00,6847330000.00,41.04%,1156427000.00,566743000.00,49.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890141572000.00,303258771000.00,34.07%,890141572000.00,303258771000.00,34.07%,160249144000.00,0.00,0.00%,89370556000.00,None,0.00%,,,,,,,,,,,,,189841103000.00,50749410000.00,26.73%,155445361000.00,46633608000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28837016000.00,0.00,0.00%,28837016000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,130380171000.00,42705882000.00,32.75%,130380171000.00,42705882000.00,32.75%,130380171000.00,42705882000.00,32.75%
2021,5,Kab. Jembrana,22,Prov. Bali,se-Kab. Jembrana,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 746082245000, 'realisasi': 182554915071, 'persentase': '24,47 %'}}",691542562000.00,157378733671.00,22.76%,54539683000.00,25176181400.00,0.46,10998658000.00,4629110300.00,42.09%,723315000.00,373773500.00,51.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513845294000.00,132711723000.00,25.83%,513845294000.00,132711723000.00,25.83%,66694920000.00,0.00,0.00%,51203941000.00,None,0.00%,,,,,,,,,,,,,65683440000.00,16891933000.00,25.72%,49318507000.00,14795552000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28389744000.00,0.00,0.00%,28389744000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,54539683000.00,25176181400.00,46.16%,54539683000.00,25176181400.00,46.16%,54539683000.00,25176181400.00,46.16%
2021,7,Kab. Klungkung,22,Prov. Bali,se-Kab. Klungkung,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 775673178000, 'realisasi': 229445155500, 'persentase': '29,58 %'}}",719818365000.00,197470569300.00,27.43%,55854813000.00,31974586200.00,0.57,10835157000.00,4646729900.00,42.89%,757330000.00,359923500.00,47.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494287735000.00,168396912000.00,34.07%,494287735000.00,168396912000.00,34.07%,66822281000.00,0.00,0.00%,34310816000.00,None,0.00%,,,,,,,,,,,,,82230996000.00,21510190000.00,26.16%,64437838000.00,19331351000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60268825000.00,0.00,0.00%,60268825000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,55854813000.00,31974586200.00,57.25%,55854813000.00,31974586200.00,57.25%,55854813000.00,31974586200.00,57.25%
2021,4,Kab. Gianyar,22,Prov. Bali,se-Kab. Gianyar,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 964261698000, 'realisasi': 282212652320, 'persentase': '29,27 %'}}",899065243000.00,255738743920.00,28.44%,65196455000.00,26473908400.00,0.41,16929842000.00,3325120400.00,19.64%,1298867000.00,435294800.00,33.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637644039000.00,217236396000.00,34.07%,637644039000.00,217236396000.00,34.07%,75320315000.00,0.00,0.00%,41321054000.00,None,0.00%,,,,,,,,,,,,,122795368000.00,32083928000.00,26.13%,95896237000.00,28768871000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40152672000.00,0.00,0.00%,40152672000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,65196455000.00,26473908400.00,40.61%,65196455000.00,26473908400.00,40.61%,65196455000.00,26473908400.00,40.61%
2021,6,Kab. Karangasem,22,Prov. Bali,se-Kab. Karangasem,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1119639083000, 'realisasi': 256092127060, 'persentase': '22,87 %'}}",1034349835000.00,231974223460.00,22.43%,85289248000.00,24117903600.00,0.28,12361905000.00,5327394100.00,43.10%,796716000.00,384010100.00,48.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700663380000.00,180961557000.00,25.83%,700663380000.00,180961557000.00,25.83%,101480151000.00,0.00,0.00%,69432948000.00,None,0.00%,,,,,,,,,,,,,155560386000.00,42433706000.00,27.28%,131344366000.00,39403310000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58326553000.00,0.00,0.00%,58326553000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,85289248000.00,24117903600.00,28.28%,85289248000.00,24117903600.00,28.28%,85289248000.00,24117903600.00,28.28%
2021,2,Kab. Bangli,22,Prov. Bali,se-Kab. Bangli,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 888535951000, 'realisasi': 186331615531, 'persentase': '20,97 %'}}",823422688000.00,161007498131.00,19.55%,65113263000.00,25324117400.00,0.39,10393831000.00,4357383900.00,41.92%,713670000.00,342815600.00,48.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525978399000.00,135845361000.00,25.83%,525978399000.00,135845361000.00,25.83%,121034014000.00,0.00,0.00%,73958805000.00,None,0.00%,,,,,,,,,,,,,70967514000.00,17829661000.00,25.12%,51806670000.00,15542001000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89588187000.00,0.00,0.00%,89588187000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,65113263000.00,25324117400.00,38.89%,65113263000.00,25324117400.00,38.89%,65113263000.00,25324117400.00,38.89%
2021,1,Kab. Badung,22,Prov. Bali,se-Kab. Badung,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 726405333000, 'realisasi': 131686626129, 'persentase': '18,13 %'}}",667918787000.00,103817290529.00,15.54%,58486546000.00,27869335600.00,0.48,60486564000.00,12987075800.00,21.47%,3710978000.00,887295400.00,23.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327680331000.00,84630573000.00,25.83%,327680331000.00,84630573000.00,25.83%,41834545000.00,0.00,0.00%,34853174000.00,None,0.00%,,,,,,,,,,,,,125125534000.00,2653875000.00,2.12%,98081540000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104167785000.00,0.00,0.00%,104167785000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,58486546000.00,27869335600.00,47.65%,58486546000.00,27869335600.00,47.65%,58486546000.00,27869335600.00,47.65%
2021,8,Kab. Tabanan,22,Prov. Bali,se-Kab. Tabanan,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1205206792000, 'realisasi': 356367014724, 'persentase': '29,57 %'}}",1081091821000.00,299542451124.00,27.71%,124114971000.00,56824563600.00,0.46,14335663000.00,5812494800.00,40.55%,1444898000.00,599669400.00,41.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746276084000.00,254245815000.00,34.07%,746276084000.00,254245815000.00,34.07%,137896332000.00,0.00,0.00%,72286961000.00,None,0.00%,,,,,,,,,,,,,144195858000.00,35934863000.00,24.92%,107626152000.00,32287846000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31792769000.00,0.00,0.00%,31792769000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,124114971000.00,56824563600.00,45.78%,124114971000.00,56824563600.00,45.78%,124114971000.00,56824563600.00,45.78%
2021,9,Kota Denpasar,22,Prov. Bali,se-Kota Denpasar,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 938308844000, 'realisasi': 231019282460, 'persentase': '24,62 %'}}",898160377000.00,213762159860.00,23.80%,40148467000.00,17257122600.00,0.43,61076693000.00,25053400200.00,41.02%,6782834000.00,2984428400.00,44.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609734565000.00,157477215000.00,25.83%,609734565000.00,157477215000.00,25.83%,46541940000.00,0.00,0.00%,38405835000.00,None,0.00%,,,,,,,,,,,,,103264529000.00,25120927000.00,24.33%,74291203000.00,22287361000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65629720000.00,0.00,0.00%,65629720000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,40148467000.00,17257122600.00,42.98%,40148467000.00,17257122600.00,42.98%,40148467000.00,17257122600.00,42.98%
2021,--,Semua pemda,22,Prov. Bali,se-Prov. Bali,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 11603789783000, 'realisasi': 3006801793717, 'persentase': '25,91 %'}}",10924666166000.00,2729078192917.00,24.98%,679123617000.00,277723600800.00,0.41,359242935000.00,131759691000.00,36.68%,29017223000.00,12156137900.00,41.89%,2206082000.00,1175273888.00,53.27%,8730015000.00,4404659423.00,50.45%,61279000.00,33458397.00,54.60%,309069000.00,160359487.00,51.88%,26223075000.00,12774089853.00,48.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6647763238000.00,1945080888000.00,29.26%,6647763238000.00,1945080888000.00,29.26%,958413313000.00,0.00,0.00%,556144918000.00,None,0.00%,,,,,,,,,,,,,2330552345000.00,612481959000.00,26.28%,1046500299000.00,284525627000.00,27.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544737534000.00,0.00,0.00%,544737534000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,679123617000.00,277723600800.00,40.89%,679123617000.00,277723600800.00,40.89%,679123617000.00,277723600800.00,40.89%
2021,10,Kab. Lombok Utara,23,Prov. NTB,se-Kab. Lombok Utara,Realiasi TKDD s.d Maret 2021,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 682153357000, 'realisasi': 144251879766, 'persentase': '21,15 %'}}",601595492000.00,120828434966.00,20.08%,80557865000.00,23423444800.00,0.29,4163997000.00,1783973900.00,42.84%,110147000.00,53681500.00,48.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373720523000.00,96521454000.00,25.83%,373720523000.00,96521454000.00,25.83%,114290416000.00,0.00,0.00%,52598921000.00,None,0.00%,,,,,,,,,,,,,56179087000.00,13268484000.00,23.62%,34642234000.00,10392670000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36840880000.00,0.00,0.00%,36840880000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,80557865000.00,23423444800.00,29.08%,80557865000.00,23423444800.00,29.08%,80557865000.00,23423444800.00,29.08%
